Product,Shop,Category,Model,Model Number,Quantity,Cost Price,Sales Price
Redmi - NOTE 8 PRO Printed Case,Mobi-Point,Back Case,Redmi - NOTE 8 PRO Printed Case,,0,0,0
Redmi - NOTE9 PRO Printed Case,Mobi-Point,Back Case,Redmi - NOTE9 PRO Printed Case,,2,0,0
Redmi - NOTE9 PRO MAX Printed Case,Mobi-Point,Back Case,Redmi - NOTE9 PRO MAX Printed Case,,2,0,0
Redmi - 9 PRIME Smoke Case,Mobi-Point,Back Case,Redmi - 9 PRIME Smoke Case,,0,0,0
Redmi - 9 POWER Smoke Case,Mobi-Point,Back Case,Redmi - 9 POWER Smoke Case,,0,0,0
Redmi - 9C Smoke Case,Mobi-Point,Back Case,Redmi - 9C Smoke Case,,0,0,0
Redmi - A1 Smoke Case,Mobi-Point,Back Case,Redmi - A1 Smoke Case,,1,0,0
Redmi - 6A Smoke Case,Mobi-Point,Back Case,Redmi - 6A Smoke Case,,0,0,0
Redmi - A2 Smoke Case,Mobi-Point,Back Case,Redmi - A2 Smoke Case,,0,0,0
Redmi - K30 Smoke Case,Mobi-Point,Back Case,Redmi - K30 Smoke Case,,3,0,0
Redmi - 8A DUAL Smoke Case,Mobi-Point,Back Case,Redmi - 8A DUAL Smoke Case,,2,0,0
Redmi - 4A Smoke Case,Mobi-Point,Back Case,Redmi - 4A Smoke Case,,0,0,0
Redmi - 5A Smoke Case,Mobi-Point,Back Case,Redmi - 5A Smoke Case,,0,0,0
Redmi - 9A Smoke Case,Mobi-Point,Back Case,Redmi - 9A Smoke Case,,0,0,0
Redmi - 7A Smoke Case,Mobi-Point,Back Case,Redmi - 7A Smoke Case,,0,0,0
Redmi - 5 Smoke Case,Mobi-Point,Back Case,Redmi - 5 Smoke Case,,0,0,0
Redmi - 9 Smoke Case,Mobi-Point,Back Case,Redmi - 9 Smoke Case,,2,0,0
Redmi - CC9E Smoke Case,Mobi-Point,Back Case,Redmi - CC9E Smoke Case,,0,0,0
Redmi - NOTE5 Smoke Case,Mobi-Point,Back Case,Redmi - NOTE5 Smoke Case,,3,0,0
Redmi - NOTE7 Smoke Case,Mobi-Point,Back Case,Redmi - NOTE7 Smoke Case,,0,0,0
Redmi - NOTE8 Smoke Case,Mobi-Point,Back Case,Redmi - NOTE8 Smoke Case,,2,0,0
Redmi - NOTE9 Smoke Case,Mobi-Point,Back Case,Redmi - NOTE9 Smoke Case,,2,0,0
Redmi - NOTE 5 PRO Smoke Case,Mobi-Point,Back Case,Redmi - NOTE 5 PRO Smoke Case,,1,0,0
Redmi - NOTE 8 PRO Smoke Case,Mobi-Point,Back Case,Redmi - NOTE 8 PRO Smoke Case,,2,0,0
Redmi - NOTE9 PRO Smoke Case,Mobi-Point,Back Case,Redmi - NOTE9 PRO Smoke Case,,3,0,0
Redmi - NOTE9 PRO MAX Smoke Case,Mobi-Point,Back Case,Redmi - NOTE9 PRO MAX Smoke Case,,1,0,0
Redmi - 9 PRIME Normal Case,Mobi-Point,Back Case,Redmi - 9 PRIME Normal Case,,2,0,0
Redmi - 9 POWER Normal Case,Mobi-Point,Back Case,Redmi - 9 POWER Normal Case,,0,0,0
Redmi - 9C Normal Case,Mobi-Point,Back Case,Redmi - 9C Normal Case,,1,0,0
Redmi - A1 Normal Case,Mobi-Point,Back Case,Redmi - A1 Normal Case,,0,0,0
Redmi - 6A Normal Case,Mobi-Point,Back Case,Redmi - 6A Normal Case,,1,0,0
Redmi - A2 Normal Case,Mobi-Point,Back Case,Redmi - A2 Normal Case,,1,0,0
Redmi - K30 Normal Case,Mobi-Point,Back Case,Redmi - K30 Normal Case,,0,0,0
Redmi - 8A DUAL Normal Case,Mobi-Point,Back Case,Redmi - 8A DUAL Normal Case,,2,0,0
Redmi - 4A Normal Case,Mobi-Point,Back Case,Redmi - 4A Normal Case,,0,0,0
Redmi - 5A Normal Case,Mobi-Point,Back Case,Redmi - 5A Normal Case,,0,0,0
Redmi - 9A Normal Case,Mobi-Point,Back Case,Redmi - 9A Normal Case,,0,0,0
Redmi - 7A Normal Case,Mobi-Point,Back Case,Redmi - 7A Normal Case,,0,0,0
Redmi - 5 Normal Case,Mobi-Point,Back Case,Redmi - 5 Normal Case,,4,0,0
Redmi - 9 Normal Case,Mobi-Point,Back Case,Redmi - 9 Normal Case,,2,0,0
Redmi - CC9E Normal Case,Mobi-Point,Back Case,Redmi - CC9E Normal Case,,1,0,0
Redmi - NOTE5 Normal Case,Mobi-Point,Back Case,Redmi - NOTE5 Normal Case,,2,0,0
Redmi - NOTE7 Normal Case,Mobi-Point,Back Case,Redmi - NOTE7 Normal Case,,0,0,0
Redmi - NOTE8 Normal Case,Mobi-Point,Back Case,Redmi - NOTE8 Normal Case,,0,0,0
Redmi - NOTE9 Normal Case,Mobi-Point,Back Case,Redmi - NOTE9 Normal Case,,0,0,0
Redmi - NOTE 5 PRO Normal Case,Mobi-Point,Back Case,Redmi - NOTE 5 PRO Normal Case,,0,0,0
Redmi - NOTE 8 PRO Normal Case,Mobi-Point,Back Case,Redmi - NOTE 8 PRO Normal Case,,1,0,0
Redmi - NOTE9 PRO Normal Case,Mobi-Point,Back Case,Redmi - NOTE9 PRO Normal Case,,3,0,0
Redmi - NOTE9 PRO MAX Normal Case,Mobi-Point,Back Case,Redmi - NOTE9 PRO MAX Normal Case,,2,0,0
Redmi - 9 PRIME Leather Case,Mobi-Point,Back Case,Redmi - 9 PRIME Leather Case,,0,0,0
Redmi - 9 POWER Leather Case,Mobi-Point,Back Case,Redmi - 9 POWER Leather Case,,0,0,0
Redmi - 9C Leather Case,Mobi-Point,Back Case,Redmi - 9C Leather Case,,0,0,0
Redmi - A1 Leather Case,Mobi-Point,Back Case,Redmi - A1 Leather Case,,0,0,0
Redmi - 6A Leather Case,Mobi-Point,Back Case,Redmi - 6A Leather Case,,1,0,0
Redmi - A2 Leather Case,Mobi-Point,Back Case,Redmi - A2 Leather Case,,0,0,0
Redmi - K30 Leather Case,Mobi-Point,Back Case,Redmi - K30 Leather Case,,0,0,0
Redmi - 8A DUAL Leather Case,Mobi-Point,Back Case,Redmi - 8A DUAL Leather Case,,0,0,0
Redmi - 4A Leather Case,Mobi-Point,Back Case,Redmi - 4A Leather Case,,0,0,0
Redmi - 5A Leather Case,Mobi-Point,Back Case,Redmi - 5A Leather Case,,1,0,0
Redmi - 9A Leather Case,Mobi-Point,Back Case,Redmi - 9A Leather Case,,1,0,0
Redmi - 7A Leather Case,Mobi-Point,Back Case,Redmi - 7A Leather Case,,1,0,0
Redmi - 5 Leather Case,Mobi-Point,Back Case,Redmi - 5 Leather Case,,0,0,0
Redmi - 9 Leather Case,Mobi-Point,Back Case,Redmi - 9 Leather Case,,0,0,0
Redmi - CC9E Leather Case,Mobi-Point,Back Case,Redmi - CC9E Leather Case,,0,0,0
Redmi - NOTE5 Leather Case,Mobi-Point,Back Case,Redmi - NOTE5 Leather Case,,0,0,0
Redmi - NOTE7 Leather Case,Mobi-Point,Back Case,Redmi - NOTE7 Leather Case,,2,0,0
Redmi - NOTE8 Leather Case,Mobi-Point,Back Case,Redmi - NOTE8 Leather Case,,0,0,0
Redmi - NOTE9 Leather Case,Mobi-Point,Back Case,Redmi - NOTE9 Leather Case,,1,0,0
Redmi - NOTE 5 PRO Leather Case,Mobi-Point,Back Case,Redmi - NOTE 5 PRO Leather Case,,0,0,0
Redmi - NOTE 8 PRO Leather Case,Mobi-Point,Back Case,Redmi - NOTE 8 PRO Leather Case,,0,0,0
Redmi - NOTE9 PRO Leather Case,Mobi-Point,Back Case,Redmi - NOTE9 PRO Leather Case,,0,0,0
Redmi - NOTE9 PRO MAX Leather Case,Mobi-Point,Back Case,Redmi - NOTE9 PRO MAX Leather Case,,0,0,0
Oppo - F17 Printed Case,Mobi-Point,Back Case,Oppo - F17 Printed Case,,3,0,0
Oppo - F17 PRO Printed Case,Mobi-Point,Back Case,Oppo - F17 PRO Printed Case,,1,0,0
Oppo - A19 Printed Case,Mobi-Point,Back Case,Oppo - A19 Printed Case,,0,0,0
Oppo - A53 Printed Case,Mobi-Point,Back Case,Oppo - A53 Printed Case,,2,0,0
Oppo - A31 Printed Case,Mobi-Point,Back Case,Oppo - A31 Printed Case,,2,0,0
Oppo - A52 Printed Case,Mobi-Point,Back Case,Oppo - A52 Printed Case,,2,0,0
Oppo - A15 Printed Case,Mobi-Point,Back Case,Oppo - A15 Printed Case,,2,0,0
Oppo - A57 Printed Case,Mobi-Point,Back Case,Oppo - A57 Printed Case,,0,0,0
Oppo - A3S Printed Case,Mobi-Point,Back Case,Oppo - A3S Printed Case,,1,0,0
Oppo - F11 PRO Printed Case,Mobi-Point,Back Case,Oppo - F11 PRO Printed Case,,0,0,0
Oppo - F9 Printed Case,Mobi-Point,Back Case,Oppo - F9 Printed Case,,0,0,0
Oppo - F9 PRO Printed Case,Mobi-Point,Back Case,Oppo - F9 PRO Printed Case,,0,0,0
Oppo - A7 Printed Case,Mobi-Point,Back Case,Oppo - A7 Printed Case,,0,0,0
Oppo - F5 Printed Case,Mobi-Point,Back Case,Oppo - F5 Printed Case,,2,0,0
Oppo - F15 Printed Case,Mobi-Point,Back Case,Oppo - F15 Printed Case,,0,0,0
Oppo - F17 Smoke Case,Mobi-Point,Back Case,Oppo - F17 Smoke Case,,0,0,0
Oppo - F17 PRO Smoke Case,Mobi-Point,Back Case,Oppo - F17 PRO Smoke Case,,1,0,0
Oppo - A19 Smoke Case,Mobi-Point,Back Case,Oppo - A19 Smoke Case,,0,0,0
Oppo - A53 Smoke Case,Mobi-Point,Back Case,Oppo - A53 Smoke Case,,0,0,0
Oppo - A31 Smoke Case,Mobi-Point,Back Case,Oppo - A31 Smoke Case,,0,0,0
Oppo - A52 Smoke Case,Mobi-Point,Back Case,Oppo - A52 Smoke Case,,0,0,0
Oppo - A15 Smoke Case,Mobi-Point,Back Case,Oppo - A15 Smoke Case,,1,0,0
Oppo - A57 Smoke Case,Mobi-Point,Back Case,Oppo - A57 Smoke Case,,0,0,0
Oppo - A3S Smoke Case,Mobi-Point,Back Case,Oppo - A3S Smoke Case,,0,0,0
Oppo - F11 PRO Smoke Case,Mobi-Point,Back Case,Oppo - F11 PRO Smoke Case,,1,0,0
Oppo - F9 Smoke Case,Mobi-Point,Back Case,Oppo - F9 Smoke Case,,0,0,0
Oppo - F9 PRO Smoke Case,Mobi-Point,Back Case,Oppo - F9 PRO Smoke Case,,0,0,0
Oppo - A7 Smoke Case,Mobi-Point,Back Case,Oppo - A7 Smoke Case,,0,0,0
Oppo - F5 Smoke Case,Mobi-Point,Back Case,Oppo - F5 Smoke Case,,0,0,0
Oppo - F15 Smoke Case,Mobi-Point,Back Case,Oppo - F15 Smoke Case,,1,0,0
Oppo - F17 Normal Case,Mobi-Point,Back Case,Oppo - F17 Normal Case,,2,0,0
Oppo - F17 PRO Normal Case,Mobi-Point,Back Case,Oppo - F17 PRO Normal Case,,2,0,0
Oppo - A19 Normal Case,Mobi-Point,Back Case,Oppo - A19 Normal Case,,2,0,0
Oppo - A53 Normal Case,Mobi-Point,Back Case,Oppo - A53 Normal Case,,0,0,0
Oppo - A31 Normal Case,Mobi-Point,Back Case,Oppo - A31 Normal Case,,2,0,0
Oppo - A52 Normal Case,Mobi-Point,Back Case,Oppo - A52 Normal Case,,1,0,0
Oppo - A15 Normal Case,Mobi-Point,Back Case,Oppo - A15 Normal Case,,0,0,0
Oppo - A57 Normal Case,Mobi-Point,Back Case,Oppo - A57 Normal Case,,0,0,0
Oppo - A3S Normal Case,Mobi-Point,Back Case,Oppo - A3S Normal Case,,1,0,0
Oppo - F11 PRO Normal Case,Mobi-Point,Back Case,Oppo - F11 PRO Normal Case,,1,0,0
Oppo - F9 Normal Case,Mobi-Point,Back Case,Oppo - F9 Normal Case,,3,0,0
Oppo - F9 PRO Normal Case,Mobi-Point,Back Case,Oppo - F9 PRO Normal Case,,3,0,0
Oppo - A7 Normal Case,Mobi-Point,Back Case,Oppo - A7 Normal Case,,2,0,0
Oppo - F5 Normal Case,Mobi-Point,Back Case,Oppo - F5 Normal Case,,0,0,0
Oppo - F15 Normal Case,Mobi-Point,Back Case,Oppo - F15 Normal Case,,0,0,0
Oppo - F17 Leather Case,Mobi-Point,Back Case,Oppo - F17 Leather Case,,0,0,0
Oppo - F17 PRO Leather Case,Mobi-Point,Back Case,Oppo - F17 PRO Leather Case,,0,0,0
Oppo - A19 Leather Case,Mobi-Point,Back Case,Oppo - A19 Leather Case,,0,0,0
Oppo - A53 Leather Case,Mobi-Point,Back Case,Oppo - A53 Leather Case,,1,0,0
Oppo - A31 Leather Case,Mobi-Point,Back Case,Oppo - A31 Leather Case,,0,0,0
Oppo - A52 Leather Case,Mobi-Point,Back Case,Oppo - A52 Leather Case,,0,0,0
Oppo - A15 Leather Case,Mobi-Point,Back Case,Oppo - A15 Leather Case,,0,0,0
Oppo - A57 Leather Case,Mobi-Point,Back Case,Oppo - A57 Leather Case,,1,0,0
Oppo - A3S Leather Case,Mobi-Point,Back Case,Oppo - A3S Leather Case,,0,0,0
Oppo - F11 PRO Leather Case,Mobi-Point,Back Case,Oppo - F11 PRO Leather Case,,0,0,0
Oppo - F9 Leather Case,Mobi-Point,Back Case,Oppo - F9 Leather Case,,0,0,0
Oppo - F9 PRO Leather Case,Mobi-Point,Back Case,Oppo - F9 PRO Leather Case,,0,0,0
